السنة,القطاع_العام,الحجم,المنطقة,إجمالي_عدد_المنشآت,share,الإيرادات_موزع,النفقات_موزع,التعويضات_موزع,الفائض_موزع
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة الرياض,904.0,0.4167819271553711,1532569.66,775707.44,273498.97,483363.26
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة القصيم,157.0,0.0723835869064084,266165.31,134719.1,47499.27,83946.94
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة المدينة المنورة,51.0,0.0235131396957123,86461.34,43762.26,15429.7,27269.39
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة تبوك,52.0,0.0239741816505302,88156.66,44620.34,15732.24,27804.08
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة جازان,65.0,0.0299677270631627,110195.83,55775.42,19665.3,34755.1
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة حائل,89.0,0.041032733978792,150883.52,76369.43,26926.34,47587.75
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة عسير,92.0,0.0424158598432457,155969.48,78943.68,27833.97,49191.84
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة مكة المكرمة,294.0,0.1355463347164592,498424.2,252276.53,88947.67,157200.0
2019,أنشطة الخدمات الأخرى,متوسطة,منطقة نجران,49.0,0.0225910557860765,83070.7,42046.09,14824.61,26200.0
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,المنطقة الشرقية,4454.0,0.1588218513764085,1613741.03,613727.5,321009.46,679004.07
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة الباحة,120.0,0.0042789901583226,43477.53,16535.09,8648.66,18293.78
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة الجوف,326.0,0.0116245899301098,118113.96,44920.33,23495.53,49698.1
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة الحدود الشمالية,119.0,0.0042433319070032,43115.22,16397.3,8576.59,18141.33
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة الرياض,10810.0,0.3854656967622308,3916600.92,1489536.2,779100.18,1647964.53
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة القصيم,1091.0,0.0389031521894166,395283.22,150331.54,78630.74,166320.93
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة المدينة المنورة,1515.0,0.0540222507488232,548903.83,208755.54,109189.34,230958.95
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة تبوك,380.0,0.013550135501355,137678.85,52361.12,27387.43,57930.3
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة جازان,410.0,0.0146198830409356,148548.23,56494.9,29549.59,62503.74
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة حائل,396.0,0.0141206675224646,143475.85,54565.8,28540.58,60369.47
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة عسير,673.0,0.0239980031379261,243836.49,92734.31,48504.57,102597.61
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة مكة المكرمة,7277.0,0.2594850948509485,2636549.94,1002715.54,524469.2,1109365.21
2019,أنشطة الخدمات الإدارية وخدمات الدعم,صغيرة,منطقة نجران,473.0,0.016866352874055,171373.93,65175.82,34090.14,72107.98
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,المنطقة الشرقية,11764.0,0.0533142385816708,405974.81,157450.44,66595.72,181928.65
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة الباحة,605.0,0.0027418492300162,20878.51,8097.37,3424.89,9356.24
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة الجوف,2434.0,0.0110308446708421,83997.17,32576.88,13778.82,37641.48
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة الحدود الشمالية,1113.0,0.0050440961867901,38409.55,14896.49,6300.67,17212.39
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة الرياض,154553.0,0.7004314447052852,5333613.15,2068551.27,874920.82,2390141.06
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة القصيم,5599.0,0.0253745683286956,193221.1,74937.52,31695.8,86587.77
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة المدينة المنورة,5900.0,0.0267386949704061,203608.58,78966.13,33399.76,91242.69
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة تبوك,2677.0,0.0121321163450469,92383.08,35829.21,15154.43,41399.44
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة جازان,4749.0,0.0215223834600777,163887.66,63561.04,26883.98,73442.64
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة حائل,3156.0,0.0143029358180681,108913.34,42240.19,17866.04,48807.11
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة عسير,5367.0,0.0243231484586728,185214.79,71832.41,30382.46,82999.92
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة مكة المكرمة,19229.0,0.0871454856925321,663591.44,257362.67,108854.91,297373.86
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متناهية الصغر,منطقة نجران,3508.0,0.0158981935518957,121060.83,46951.39,19858.7,54250.74
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,المنطقة الشرقية,736.0,0.1652447238437359,2772194.9,1153158.98,600200.73,1018835.18
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة الباحة,1.0,0.0002245172878311,3766.57,1566.79,815.49,1384.29
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة الجوف,15.0,0.0033677593174674,56498.54,23501.88,12232.35,20764.3
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة الحدود الشمالية,9.0,0.0020206555904804,33899.12,14101.13,7339.41,12458.58
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة الرياض,1938.0,0.4351145038167939,7299611.02,3036443.08,1580419.85,2682748.08
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة القصيم,179.0,0.0401885945217781,674215.88,280455.79,145972.73,247787.36
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة المدينة المنورة,168.0,0.0377189043556353,632783.62,263221.07,137002.34,232560.2
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة تبوك,18.0,0.0040413111809609,67798.24,28202.26,14678.82,24917.16
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة جازان,26.0,0.0058374494836102,97930.8,40736.59,21202.74,35991.46
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة حائل,45.0,0.0101032779524023,169495.61,70505.64,36697.06,62292.91
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة عسير,99.0,0.0222272114952851,372890.35,155112.42,80733.52,137044.41
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة مكة المكرمة,1143.0,0.2566232599910193,4305188.54,1790843.37,932105.21,1582239.96
2019,أنشطة الخدمات الإدارية وخدمات الدعم,متوسطة,منطقة نجران,77.0,0.0172878311629995,290025.82,120642.99,62792.74,106590.09
2019,أنشطة خدمات الإقامة والطعام,صغيرة,المنطقة الشرقية,8537.0,0.1816962860487389,5109930.05,2657599.08,686093.17,1766237.8
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة الباحة,617.0,0.013131850590614,369313.21,192074.34,49586.45,127652.42
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة الجوف,572.0,0.0121740981164201,342377.88,178065.68,45969.93,118342.28
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة الحدود الشمالية,443.0,0.0094285410237309,265163.29,137907.51,35602.59,91653.2
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة الرياض,10424.0,0.2218580397999361,6239417.93,3245029.03,837745.72,2156643.18
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة القصيم,2109.0,0.0448866659572203,1262368.8,656539.35,169494.03,436335.42
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة المدينة المنورة,3656.0,0.0778120676811748,2188345.35,1138126.07,293821.79,756397.49
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة تبوك,1168.0,0.0248589975524103,699121.27,363602.64,93868.67,241649.96
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة جازان,1923.0,0.0409279557305523,1151036.14,598636.88,154545.76,397853.5
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة حائل,813.0,0.0173033947004363,486631.5,253089.85,65338.38,168203.27
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة عسير,2877.0,0.0612323081834628,1722064.98,895620.54,231215.89,595228.55
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة مكة المكرمة,13104.0,0.2788975204852612,7843566.05,4079322.75,1053129.31,2711113.99
2019,أنشطة خدمات الإقامة والطعام,صغيرة,منطقة نجران,742.0,0.0157922741300415,444133.55,230987.29,59632.32,153513.93
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,المنطقة الشرقية,14723.0,0.1500647226101049,2422104.2,1226610.43,319122.54,876371.23
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة الباحة,1324.0,0.0134949190202933,217813.35,110305.79,28697.84,78809.72
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة الجوف,1904.0,0.0194065904944399,313230.07,158627.06,41269.4,113333.62
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة الحدود الشمالية,1399.0,0.0142593592971226,230151.72,116554.23,30323.47,83274.02
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة الرياض,18727.0,0.1908756408557654,3080808.62,1560193.82,405909.65,1114705.15
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة القصيم,4483.0,0.0456931434803436,737505.48,373490.09,97169.49,266845.9
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة المدينة المنورة,8908.0,0.0907951198132727,1465469.28,742148.05,193081.81,530239.41
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة تبوك,3829.0,0.0390272242663921,629914.89,319003.69,82993.97,227917.23
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة جازان,5423.0,0.0552741282832709,892146.37,451803.87,117544.08,322798.42
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة حائل,2750.0,0.0280294768170745,452406.88,229109.47,59606.53,163690.88
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة عسير,7245.0,0.0738449307417109,1191886.5,603599.31,157036.12,431251.07
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة مكة المكرمة,25320.0,0.2580750374575735,4165433.56,2109473.35,548813.6,1507146.61
2019,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة نجران,2076.0,0.0211597068626351,341526.07,172956.82,44997.51,123571.74
2019,أنشطة خدمات الإقامة والطعام,متوسطة,المنطقة الشرقية,903.0,0.1771630370806356,5032932.6,2736707.41,729819.06,1566406.3
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الباحة,26.0,0.0051010398273494,144912.79,78797.78,21013.62,45101.4
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الجوف,31.0,0.0060820090249166,172780.63,93951.2,25054.7,53774.75
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الحدود الشمالية,12.0,0.0023543260741612,66882.83,36368.2,9698.59,20816.03
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الرياض,1622.0,0.3182264076907985,9040328.54,4915769.02,1310926.37,2813633.47
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة القصيم,167.0,0.0327643711987443,930785.98,506124.18,134972.07,289689.76
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة المدينة المنورة,386.0,0.0757308220521875,2151397.54,1169843.92,311971.38,669582.32
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة تبوك,76.0,0.0149107318030213,423591.23,230331.96,61424.42,131834.86
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة جازان,93.0,0.0182460270747498,518341.9,281853.59,75164.09,161324.24
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة حائل,44.0,0.0086325289385913,245237.03,133350.08,35561.5,76325.45
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة عسير,206.0,0.0404159309397684,1148155.17,624320.85,166492.5,357341.86
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة مكة المكرمة,1483.0,0.2909554639984305,8265602.48,4494503.98,1198584.34,2572514.45
2019,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة نجران,48.0,0.009417304296645,267531.3,145472.82,38794.37,83264.12
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,المنطقة الشرقية,161.0,0.3037735849056603,22154.21,4927.82,6484.96,10741.43
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة الجوف,4.0,0.0075471698113207,550.42,122.43,161.12,266.87
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة الرياض,167.0,0.3150943396226415,22979.83,5111.46,6726.63,11141.74
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة القصيم,17.0,0.0320754716981132,2339.26,520.33,684.75,1134.19
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة المدينة المنورة,13.0,0.0245283018867924,1788.85,397.9,523.63,867.32
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة تبوك,25.0,0.0471698113207547,3440.09,765.19,1006.98,1667.92
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة جازان,18.0,0.0339622641509433,2476.87,550.94,725.03,1200.91
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة حائل,5.0,0.0094339622641509,688.02,153.04,201.4,333.58
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة عسير,19.0,0.0358490566037735,2614.47,581.54,765.31,1267.62
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة مكة المكرمة,101.0,0.190566037735849,13897.98,3091.36,4068.2,6738.42
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,المنطقة الشرقية,204.0,0.2096608427543679,1946.07,693.77,538.83,713.27
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الباحة,8.0,0.0082219938335046,76.32,27.21,21.13,27.97
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الجوف,25.0,0.0256937307297019,238.49,85.02,66.03,87.41
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الحدود الشمالية,15.0,0.0154162384378211,143.09,51.01,39.62,52.45
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الرياض,239.0,0.2456320657759506,2279.96,812.8,631.27,835.64
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة القصيم,39.0,0.040082219938335,372.04,132.63,103.01,136.36
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة المدينة المنورة,44.0,0.0452209660842754,419.74,149.64,116.22,153.84
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة تبوك,45.0,0.0462487153134635,429.28,153.04,118.86,157.34
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة جازان,28.0,0.0287769784172661,267.11,95.22,73.96,97.9
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة حائل,47.0,0.0483042137718396,448.36,159.84,124.14,164.33
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة عسير,68.0,0.0698869475847893,648.69,231.26,179.61,237.76
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة مكة المكرمة,195.0,0.2004110996916752,1860.22,663.16,515.06,681.8
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة نجران,16.0,0.0164439876670092,152.63,54.41,42.26,55.94
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,المنطقة الشرقية,20.0,0.1851851851851851,1645740.93,769136.11,289499.26,587105.56
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة الرياض,36.0,0.3333333333333333,2962333.67,1384445.0,521098.67,1056790.0
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة القصيم,4.0,0.037037037037037,329148.19,153827.22,57899.85,117421.11
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة المدينة المنورة,4.0,0.037037037037037,329148.19,153827.22,57899.85,117421.11
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة تبوك,1.0,0.0092592592592592,82287.05,38456.81,14474.96,29355.28
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة جازان,6.0,0.0555555555555555,493722.28,230740.83,86849.78,176131.67
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة عسير,8.0,0.074074074074074,658296.37,307654.44,115799.7,234842.22
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة مكة المكرمة,25.0,0.2314814814814814,2057176.16,961420.14,361874.07,733881.94
2019,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة نجران,4.0,0.037037037037037,329148.19,153827.22,57899.85,117421.11
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,المنطقة الشرقية,228.0,0.1655773420479303,160047.22,61088.44,29461.18,69497.61
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الباحة,8.0,0.0058097312999273,5615.69,2143.45,1033.73,2438.51
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الجوف,20.0,0.0145243282498184,14039.23,5358.63,2584.31,6096.28
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الحدود الشمالية,17.0,0.0123456790123456,11933.35,4554.84,2196.67,5181.84
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الرياض,365.0,0.2650689905591866,256215.95,97795.08,47163.73,111257.14
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة القصيم,79.0,0.0573710965867828,55454.96,21166.61,10208.04,24080.31
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة المدينة المنورة,57.0,0.0413943355119825,40011.81,15272.11,7365.29,17374.4
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة تبوك,16.0,0.0116194625998547,11231.38,4286.91,2067.45,4877.03
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة جازان,28.0,0.0203340595497458,19654.92,7502.09,3618.04,8534.79
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة حائل,29.0,0.0210602759622367,20356.88,7770.02,3747.25,8839.61
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة عسير,82.0,0.0595497458242556,57560.84,21970.4,10595.69,24994.76
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,399.0,0.289760348583878,280082.64,106904.76,51557.06,121620.82
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة نجران,49.0,0.0355846042120551,34396.11,13128.66,6331.57,14935.89
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,المنطقة الشرقية,192.0,0.0652173913043478,31495.7,13553.41,4129.57,13812.72
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الباحة,55.0,0.0186820652173913,9022.2,3882.49,1182.95,3956.77
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الجوف,46.0,0.015625,7545.84,3247.17,989.38,3309.3
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الحدود الشمالية,25.0,0.0084918478260869,4101.0,1764.77,537.7,1798.53
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الرياض,608.0,0.2065217391304347,99736.37,42919.14,13076.96,43740.27
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة القصيم,134.0,0.045516304347826,21981.37,9459.15,2882.09,9640.13
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة المدينة المنورة,106.0,0.0360054347826086,17388.25,7482.61,2279.86,7625.77
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة تبوك,81.0,0.0275135869565217,13287.25,5717.85,1742.16,5827.24
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة جازان,96.0,0.0326086956521739,15747.85,6776.71,2064.78,6906.36
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة حائل,69.0,0.0234375,11318.77,4870.76,1484.06,4963.95
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة عسير,374.0,0.1270380434782608,61350.99,26400.92,8044.05,26906.02
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,1095.0,0.3719429347826087,179623.89,77296.81,23551.43,78775.65
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة نجران,63.0,0.0213994565217391,10334.53,4447.21,1355.01,4532.3
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,المنطقة الشرقية,56.0,0.21455938697318,345076.51,159123.25,44737.13,141216.34
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة الجوف,4.0,0.0153256704980842,24648.32,11365.95,3195.51,10086.88
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة الرياض,90.0,0.3448275862068966,554587.24,255733.79,71898.97,226954.83
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة القصيم,1.0,0.003831417624521,6162.08,2841.49,798.88,2521.72
2019,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة المدينة المنورة,12.0,0.0459770114942528,73944.97,34097.84,9586.53,30260.64
